# Tetrahedron method
       -3.2706580672        0.0000000000
       -3.1494193354        0.0000000000
       -3.0281806037        0.0000000000
       -2.9069418719        0.0000000000
       -2.7857031402        0.0000000000
       -2.6644644084        0.0000000000
       -2.5432256767        0.0000000000
       -2.4219869449        0.0000000000
       -2.3007482132        0.0000000000
       -2.1795094815        0.0000000000
       -2.0582707497        0.0000000000
       -1.9370320180        0.0000000000
       -1.8157932862        0.0000000000
       -1.6945545545        0.0000000000
       -1.5733158227        0.0000000000
       -1.4520770910        0.0000000000
       -1.3308383592        0.0000000000
       -1.2095996275        0.2561949459
       -1.0883608958        0.2837788440
       -0.9671221640        0.2849846883
       -0.8458834323        0.2652258722
       -0.7246447005        0.2689302670
       -0.6034059688        0.2279494994
       -0.4821672370        0.1659561416
       -0.3609285053        0.1480845795
       -0.2396897735        0.1298152801
       -0.1184510418        0.1220198688
        0.0027876899        0.1237232079
        0.1240264217        0.1518494108
        0.2452651534        0.2206366545
        0.3665038852        0.3601274733
        0.4877426169        0.5974025417
        0.6089813487        0.9079281219
        0.7302200804        1.4152360598
        0.8514588122        2.0646547849
        0.9726975439        2.9910480864
        1.0939362757        2.2291828228
        1.2151750074        2.5621155998
        1.3364137391        5.0615522302
        1.4576524709        5.5399825831
        1.5788912026        3.3673113420
        1.7001299344        5.2266297556
        1.8213686661        4.5204504222
        1.9426073979        3.7202614236
        2.0638461296        5.7966112142
        2.1850848614        4.6030954258
        2.3063235931        3.7489964387
        2.4275623248        2.2966859406
        2.5488010566        2.1333404593
        2.6700397883        2.2957391081
        2.7912785201        2.1391959900
        2.9125172518        1.5730822252
        3.0337559836        1.2727135076
        3.1549947153        1.5311043260
        3.2762334471        1.4031873948
        3.3974721788        1.5842564538
        3.5187109105        1.5373517577
        3.6399496423        1.2690314512
        3.7611883740        1.1929075410
        3.8824271058        1.2724211133
        4.0036658375        2.4193610426
        4.1249045693        1.4046342295
        4.2461433010        1.9421781064
        4.3673820328        1.6155689006
        4.4886207645        1.6735247363
        4.6098594962        2.7905862249
        4.7310982280        1.8440242795
        4.8523369597        1.9857287487
        4.9735756915        2.2063836333
        5.0948144232        2.3063916584
        5.2160531550        3.4160655962
        5.3372918867        3.6382047577
        5.4585306185        1.8923377167
        5.5797693502        1.9388768288
        5.7010080819        0.9899700996
        5.8222468137        0.9175365397
        5.9434855454        1.1747033779
        6.0647242772        1.4345921117
        6.1859630089        1.6564519166
        6.3072017407        1.5437475179
        6.4284404724        1.2186523572
        6.5496792042        0.5821293807
        6.6709179359        1.0275362163
        6.7921566677        1.4668486623
        6.9133953994        1.4857970624
        7.0346341311        0.9470703370
        7.1558728629        0.9014171500
        7.2771115946        0.9743657422
        7.3983503264        0.9410339709
        7.5195890581        0.8524625917
        7.6408277899        0.9396778062
        7.7620665216        0.8580103349
        7.8833052534        0.7757105826
        8.0045439851        0.6777536043
        8.1257827168        0.5286849358
        8.2470214486        0.3057763202
        8.3682601803        0.3522230632
        8.4894989121        0.5174086381
        8.6107376438        0.7430276766
        8.7319763756        0.8221487401
        8.8532151073        0.7958198604
        8.9744538391        0.9248527927
        9.0956925708        1.5420757395
        9.2169313025        1.0740253154
        9.3381700343        0.6241765157
        9.4594087660        0.5343242189
        9.5806474978        0.6270881744
        9.7018862295        0.8514599582
        9.8231249613        0.9605873522
        9.9443636930        1.3921675688
       10.0656024248        1.5698675030
       10.1868411565        1.5613811199
       10.3080798882        1.1048923634
       10.4293186200        1.0013949260
       10.5505573517        0.5807130260
       10.6717960835        0.3398956893
       10.7930348152        0.4330248401
       10.9142735470        0.4913617680
       11.0355122787        0.5580194215
       11.1567510105        0.5289571145
       11.2779897422        0.5896470316
       11.3992284739        0.8313893201
       11.5204672057        0.6751699600
       11.6417059374        0.7469845501
       11.7629446692        1.0460737794
       11.8841834009        0.8815046614
       12.0054221327        0.7398111516
       12.1266608644        1.4419888027
       12.2478995962        0.9615921024
       12.3691383279        0.9426402383
       12.4903770597        0.8781230551
       12.6116157914        0.7176481556
       12.7328545231        0.5809161836
       12.8540932549        0.4413222666
       12.9753319866        0.3635807757
       13.0965707184        0.3157943424
       13.2178094501        0.2765723462
       13.3390481819        0.2493807516
       13.4602869136        0.2279239536
       13.5815256454        0.2187613163
       13.7027643771        0.2331670126
       13.8240031088        0.2094281436
       13.9452418406        0.0257007789
       14.0664805723        0.0021852106
       14.1877193041        0.0000102289
       14.3089580358        0.0000000000
       14.4301967676        1.1795904309
       14.5514354993        0.8469685357
       14.6726742311        0.5699613064
       14.7939129628        0.4803692531
       14.9151516945        0.4318297765
       15.0363904263        0.4094820254
       15.1576291580        0.4034426744
       15.2788678898        0.6798771598
       15.4001066215        2.0451743642
       15.5213453533        1.4771538922
       15.6425840850        1.3707933315
       15.7638228168        1.3267190522
       15.8850615485        1.0969358546
       16.0063002802        0.5943847015
       16.1275390120        0.5341879489
       16.2487777437        0.5971697862
       16.3700164755        1.8998485609
       16.4912552072        2.0315780161
       16.6124939390        1.3487635557
       16.7337326707        1.1208280889
       16.8549714025        0.8741242513
       16.9762101342        0.6354796480
       17.0974488659        0.7108995338
       17.2186875977        0.9224678099
       17.3399263294        1.1996974508
       17.4611650612        1.7247234902
       17.5824037929        1.7120070235
       17.7036425247        1.0960549515
       17.8248812564        0.7891864334
       17.9461199882        0.6484223548
       18.0673587199        0.5666547737
       18.1885974516        0.5104978203
       18.3098361834        0.3674831953
       18.4310749151        0.2604995598
       18.5523136469        0.1730659629
       18.6735523786        0.0265811050
       18.7947911104        0.0063980348
       18.9160298421        0.0003072177
       19.0372685739        0.0000000000
       19.1585073056        0.0000000000
       19.2797460374        0.0000000000
       19.4009847691        0.0000000000
       19.5222235008        0.0000000000
       19.6434622326        0.0000000000
       19.7647009643        0.0000000000
       19.8859396961        0.0000000000
       20.0071784278        0.0000000000
       20.1284171596        0.0000000000
       20.2496558913        0.0000000000
       20.3708946231        0.0000000000
       20.4921333548        0.0000000000
       20.6133720865        0.0000000000
       20.7346108183        0.0000000000
       20.8558495500        0.0000000000
       20.9770882818        0.0000000000
